evento,valor,tipo,mes_ano,fonte,Saldo Anterior (R$),Débitos (R$),Créditos (R$)
Rec.cond.estacionamento,760.0,RECEITA,2023-01,XLSX,,,
Rec.taxa Uso Box,190.0,RECEITA,2023-01,XLSX,,,
Rec.devolução Retirada,1800.0,RECEITA,2023-01,XLSX,,,
Rec. Multa,75.39,RECEITA,2023-01,XLSX,,,
Rec.multa+C.m.+Jrs.,78.88,RECEITA,2023-01,XLSX,,,
Rec.ch.extra Férias,2951.4,RECEITA,2023-01,XLSX,,,
13º Salario,129.65,RECEITA,2023-01,XLSX,,,
Valor,13300.0,RECEITA,2023-01,XLSX,,,
Subtotal,77095.43,RECEITA,2023-01,XLSX,,,
Pg.serv.limp.,4606.0,DESPESA,2023-01,XLSX,,,
Pg.serv.portaria,16660.0,DESPESA,2023-01,XLSX,,,
Pg.fgts,439.58,DESPESA,2023-01,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2023-01,XLSX,,,
Pg.síndico Prof.,3500.0,DESPESA,2023-01,XLSX,,,
Pg.pis/Cofins/Csll,61.38,DESPESA,2023-01,XLSX,,,
Pg.darf Inss(E-Social/Reinf),1227.39,DESPESA,2023-01,XLSX,,,
Pg.pis,73.26,DESPESA,2023-01,XLSX,,,
Pg.secovimed,160.05,DESPESA,2023-01,XLSX,,,
Taxa Auxiliar Administracao,1096.2,DESPESA,2023-01,XLSX,,,
Reemb.mat.expediente,109.62,DESPESA,2023-01,XLSX,,,
Pg.vale Transporte,754.8,DESPESA,2023-01,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2023-01,XLSX,,,
Pg.folha Func.bco.,18.0,DESPESA,2023-01,XLSX,,,
Pg.salário,2617.58,DESPESA,2023-01,XLSX,,,
Pg.seg.vida Func.01/2023,274.02,DESPESA,2023-01,XLSX,,,
Pg.assemb.ordin.,204.7,DESPESA,2023-01,XLSX,,,
Água,10750.86,DESPESA,2023-01,XLSX,,,
Pg.ceee,1767.59,DESPESA,2023-01,XLSX,,,
Pg.manut.elevador,802.12,DESPESA,2023-01,XLSX,,,
Pg.instalação,822.15,DESPESA,2023-01,XLSX,,,
Pg.desentupidora,3498.06,DESPESA,2023-01,XLSX,,,
Pg.impermeabilização,3264.48,DESPESA,2023-01,XLSX,,,
Pg.materiais,1689.0,DESPESA,2023-01,XLSX,,,
Pg.reforma,9149.08,DESPESA,2023-01,XLSX,,,
Pg.mat.pintura,535.04,DESPESA,2023-01,XLSX,,,
Valor,13300.0,DESPESA,2023-01,XLSX,,,
Pg.transações Bco.ted/Doc,24.3,DESPESA,2023-01,XLSX,,,
Pg.issqn,529.36,DESPESA,2023-01,XLSX,,,
Pg.declaração Pmpa/Issqndec,29.0,DESPESA,2023-01,XLSX,,,
Pg.emissão Darf/Impostos,35.0,DESPESA,2023-01,XLSX,,,
Retirada P/Posterior Acerto,1800.0,DESPESA,2023-01,XLSX,,,
Pg.efd-Reinf/E-Social,27.0,DESPESA,2023-01,XLSX,,,
Pg.tarifa Banco Cobrança,549.0,DESPESA,2023-01,XLSX,,,
Pg.impressões/Fotoc.,37.5,DESPESA,2023-01,XLSX,,,
Pg.remessa Doctos.,214.2,DESPESA,2023-01,XLSX,,,
Subtotal,81426.32,DESPESA,2023-01,XLSX,,,
Outros Eventos,62203.02,RECEITA,2023-02,XLSX,,,
Rec.alug.depósito,70.0,RECEITA,2023-02,XLSX,,,
Fundo Obras,3525.1,RECEITA,2023-02,XLSX,,,
Rec.condomínio,57497.92,RECEITA,2023-02,XLSX,,,
Rec.cond.estacionamento,720.0,RECEITA,2023-02,XLSX,,,
Rec.taxa Uso Box,390.0,RECEITA,2023-02,XLSX,,,
Rec. Multa,128.66,RECEITA,2023-02,XLSX,,,
Rec.multa+C.m.+Jrs.,65.78,RECEITA,2023-02,XLSX,,,
Rec.ch.extra Férias,87.11,RECEITA,2023-02,XLSX,,,
13º Salario,20.64,RECEITA,2023-02,XLSX,,,
Subtotal,62505.21,RECEITA,2023-02,XLSX,,,
Pg.férias Período,2277.84,DESPESA,2023-02,XLSX,,,
Pg.síndico Prof.,3600.0,DESPESA,2023-02,XLSX,,,
Pg.adto.salário,300.0,DESPESA,2023-02,XLSX,,,
Pg.pis/Cofins/Csll,61.38,DESPESA,2023-02,XLSX,,,
Pg.fgts,295.99,DESPESA,2023-02,XLSX,,,
Pg.serv.portaria,18142.74,DESPESA,2023-02,XLSX,,,
Pg.serv.limp.,5015.93,DESPESA,2023-02,XLSX,,,
Pg.pis,37.0,DESPESA,2023-02,XLSX,,,
Pg.serv.prestados,303.05,DESPESA,2023-02,XLSX,,,
Pg.darf Inss(E-Social/Reinf),1648.64,DESPESA,2023-02,XLSX,,,
Taxa Auxiliar Administracao,1096.2,DESPESA,2023-02,XLSX,,,
Reemb.mat.expediente,109.62,DESPESA,2023-02,XLSX,,,
Pg.salário,1542.8,DESPESA,2023-02,XLSX,,,
Pg.folha Func.bco.,18.0,DESPESA,2023-02,XLSX,,,
Pg.vale Transporte,1386.2,DESPESA,2023-02,XLSX,,,
Pg.secovimed,160.05,DESPESA,2023-02,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2023-02,XLSX,,,
Pg.seg.vida Func.02/2023,274.02,DESPESA,2023-02,XLSX,,,
Água,9859.05,DESPESA,2023-02,XLSX,,,
Pg.ceee,1810.09,DESPESA,2023-02,XLSX,,,
Pg.manut.elevador,802.12,DESPESA,2023-02,XLSX,,,
Pg.escada,2187.5,DESPESA,2023-02,XLSX,,,
Peças Elevador,1983.5,DESPESA,2023-02,XLSX,,,
Pg.manutenção,480.0,DESPESA,2023-02,XLSX,,,
Pg.instalação,822.15,DESPESA,2023-02,XLSX,,,
Pg.rep.hidráulico,1700.0,DESPESA,2023-02,XLSX,,,
Pg.materiais,336.5,DESPESA,2023-02,XLSX,,,
Pg.mat.pintura,520.0,DESPESA,2023-02,XLSX,,,
Pg.reforma,18374.79,DESPESA,2023-02,XLSX,,,
Pg.mat.limpeza,862.2,DESPESA,2023-02,XLSX,,,
Pg.tx.fin.sd.dev.01/2023,40.0,DESPESA,2023-02,XLSX,,,
Pg.desp.cartório,167.42,DESPESA,2023-02,XLSX,,,
Pg.issqn,922.12,DESPESA,2023-02,XLSX,,,
Pg.correio Conv.assemb.c/Ar,376.05,DESPESA,2023-02,XLSX,,,
Pg.declaração Pmpa/Issqndec,32.0,DESPESA,2023-02,XLSX,,,
Pg.emissão Darf/Impostos,38.0,DESPESA,2023-02,XLSX,,,
Pg.transações Bco.ted/Doc,24.0,DESPESA,2023-02,XLSX,,,
Pg.efd-Reinf/E-Social,29.0,DESPESA,2023-02,XLSX,,,
Pg.tarifa Banco Cobrança,549.0,DESPESA,2023-02,XLSX,,,
Retirada P/Posterior Acerto,1500.0,DESPESA,2023-02,XLSX,,,
Pg.taxa,115.18,DESPESA,2023-02,XLSX,,,
Pg.ltip,1470.0,DESPESA,2023-02,XLSX,,,
Pg.,605.5,DESPESA,2023-02,XLSX,,,
Pg.remessa Doctos.,252.5,DESPESA,2023-02,XLSX,,,
Pg.impressões/Fotoc.,141.4,DESPESA,2023-02,XLSX,,,
Subtotal,82469.53,DESPESA,2023-02,XLSX,,,
Outros Eventos,64321.45,RECEITA,2023-03,XLSX,,,
Fundo Obras,3569.81,RECEITA,2023-03,XLSX,,,
Rec.condomínio,59361.64,RECEITA,2023-03,XLSX,,,
Rec.taxa Uso Box,590.0,RECEITA,2023-03,XLSX,,,
Rec.alug.depósito,80.0,RECEITA,2023-03,XLSX,,,
Rec.cond.estacionamento,720.0,RECEITA,2023-03,XLSX,,,
Rec.multa+C.m.+Jrs.,39.74,RECEITA,2023-03,XLSX,,,
Rec. Multa,126.55,RECEITA,2023-03,XLSX,,,
Rec.ch.extra Férias,46.29,RECEITA,2023-03,XLSX,,,
13º Salario,10.84,RECEITA,2023-03,XLSX,,,
Valor,892.81,RECEITA,2023-03,XLSX,,,
Subtotal,65437.68,RECEITA,2023-03,XLSX,,,
Pg.serv.portaria,18142.74,DESPESA,2023-03,XLSX,,,
Pg.serv.limp.,5015.93,DESPESA,2023-03,XLSX,,,
Pg.serv.prestados,1193.03,DESPESA,2023-03,XLSX,,,
Pg.fgts,324.49,DESPESA,2023-03,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2023-03,XLSX,,,
Pg.contr.sind.patr./2023,298.58,DESPESA,2023-03,XLSX,,,
Pg.pis/Cofins/Csll,61.38,DESPESA,2023-03,XLSX,,,
Pg.darf Inss(E-Social/Reinf),1468.79,DESPESA,2023-03,XLSX,,,
Pg. Irrf,30.31,DESPESA,2023-03,XLSX,,,
Pg.pis,40.56,DESPESA,2023-03,XLSX,,,
Taxa Auxiliar Administracao,1096.2,DESPESA,2023-03,XLSX,,,
Reemb.mat.expediente,109.62,DESPESA,2023-03,XLSX,,,
Pg.vale Transporte,927.0,DESPESA,2023-03,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2023-03,XLSX,,,
Pg.secovimed,160.05,DESPESA,2023-03,XLSX,,,
Pg.férias Período,1486.59,DESPESA,2023-03,XLSX,,,
Pg.seg.vida Func.03/2023,274.02,DESPESA,2023-03,XLSX,,,
Pg.salário,2241.32,DESPESA,2023-03,XLSX,,,
Pg.folha Func.bco.,18.0,DESPESA,2023-03,XLSX,,,
Pg.assemb.ordin.,204.7,DESPESA,2023-03,XLSX,,,
Pg.ceee,2001.05,DESPESA,2023-03,XLSX,,,
Pg.vistoria Hidráulica,1393.72,DESPESA,2023-03,XLSX,,,
Pg.manut.elevador,798.08,DESPESA,2023-03,XLSX,,,
Pg.escada,437.5,DESPESA,2023-03,XLSX,,,
Peças Elevador,1983.5,DESPESA,2023-03,XLSX,,,
Pg.manutenção,274.37,DESPESA,2023-03,XLSX,,,
Pg.reforma,16683.0,DESPESA,2023-03,XLSX,,,
Pg.materiais,499.3,DESPESA,2023-03,XLSX,,,
Pg.custas Judiciais,148.71,DESPESA,2023-03,XLSX,,,
Pg.tx.fin.sd.dev.02/2023,439.0,DESPESA,2023-03,XLSX,,,
Pg.transações Bco.ted/Doc,51.0,DESPESA,2023-03,XLSX,,,
Pg.impressões/Fotoc.,60.62,DESPESA,2023-03,XLSX,,,
Pg.issqn,1175.23,DESPESA,2023-03,XLSX,,,
Pg.correio Conv.assemb.c/Ar,394.45,DESPESA,2023-03,XLSX,,,
Pg.certificação Digital,351.0,DESPESA,2023-03,XLSX,,,
Pg.emissão Darf/Impostos,38.0,DESPESA,2023-03,XLSX,,,
Valor,892.81,DESPESA,2023-03,XLSX,,,
Pg.declaração Pmpa/Issqndec,32.0,DESPESA,2023-03,XLSX,,,
Pg.remessa Doctos.,261.4,DESPESA,2023-03,XLSX,,,
Pg.efd-Reinf/E-Social,29.0,DESPESA,2023-03,XLSX,,,
Pg.tarifa Banco Cobrança,549.0,DESPESA,2023-03,XLSX,,,
Subtotal,62386.05,DESPESA,2023-03,XLSX,,,
Outros Eventos,65935.6,RECEITA,2023-04,XLSX,,,
Rec.cond.estacionamento,600.0,RECEITA,2023-04,XLSX,,,
Fundo Obras,3360.97,RECEITA,2023-04,XLSX,,,
Rec.condomínio,60194.63,RECEITA,2023-04,XLSX,,,
Rec.alug.depósito,90.0,RECEITA,2023-04,XLSX,,,
Rec.devolução Retirada,1500.0,RECEITA,2023-04,XLSX,,,
Rec.taxa Uso Box,190.0,RECEITA,2023-04,XLSX,,,
Rec. Multa,71.03,RECEITA,2023-04,XLSX,,,
Rec.multa+C.m.+Jrs.,110.3,RECEITA,2023-04,XLSX,,,
Rec.ch.extra Férias,31.06,RECEITA,2023-04,XLSX,,,
13º Salario,20.8,RECEITA,2023-04,XLSX,,,
Subtotal,66168.79,RECEITA,2023-04,XLSX,,,
Pg.honorários,1500.0,DESPESA,2023-04,XLSX,,,
Pg.fgts,307.72,DESPESA,2023-04,XLSX,,,
Pg.serv.portaria,18142.74,DESPESA,2023-04,XLSX,,,
Pg.serv.limp.,5015.93,DESPESA,2023-04,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2023-04,XLSX,,,
Pg.síndico Prof.,1850.0,DESPESA,2023-04,XLSX,,,
Pg.pis/Cofins/Csll,105.46,DESPESA,2023-04,XLSX,,,
Pg.serv.prestados,303.03,DESPESA,2023-04,XLSX,,,
Pg.secovimed,160.05,DESPESA,2023-04,XLSX,,,
Pg.pis,38.47,DESPESA,2023-04,XLSX,,,
Pg.darf Inss(E-Social/Reinf),1909.56,DESPESA,2023-04,XLSX,,,
Taxa Auxiliar Administracao,1096.2,DESPESA,2023-04,XLSX,,,
Reemb.mat.expediente,109.62,DESPESA,2023-04,XLSX,,,
Pg.salário,1576.37,DESPESA,2023-04,XLSX,,,
Pg.folha Func.bco.,18.0,DESPESA,2023-04,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2023-04,XLSX,,,
Pg.vale Transporte,1501.0,DESPESA,2023-04,XLSX,,,
Pg.seg.vida Func.04/2023,274.02,DESPESA,2023-04,XLSX,,,
Pg.ceee,1835.81,DESPESA,2023-04,XLSX,,,
Pg.rep.elétrico,680.0,DESPESA,2023-04,XLSX,,,
Pg.manut.elevador,798.08,DESPESA,2023-04,XLSX,,,
Pg.escada,437.5,DESPESA,2023-04,XLSX,,,
Peças Elevador,1610.75,DESPESA,2023-04,XLSX,,,
Pg.reforma,20264.93,DESPESA,2023-04,XLSX,,,
Pg.materiais,54.0,DESPESA,2023-04,XLSX,,,
Pg.reparos,250.0,DESPESA,2023-04,XLSX,,,
Pg.rep.hidráulico,5742.8,DESPESA,2023-04,XLSX,,,
Pg.material,52.9,DESPESA,2023-04,XLSX,,,
Pg.sacos Lixo,1241.39,DESPESA,2023-04,XLSX,,,
Pg.tx.fin.sd.dev.03/2023,378.0,DESPESA,2023-04,XLSX,,,
Pg.issqn,975.9,DESPESA,2023-04,XLSX,,,
Retirada P/Posterior Acerto,1500.0,DESPESA,2023-04,XLSX,,,
Pg.transações Bco.ted/Doc,27.0,DESPESA,2023-04,XLSX,,,
Pg.declaração Pmpa/Issqndec,32.0,DESPESA,2023-04,XLSX,,,
Pg.emissão Darf/Impostos,38.0,DESPESA,2023-04,XLSX,,,
Pg.efd-Reinf/E-Social,29.0,DESPESA,2023-04,XLSX,,,
Pg.tarifa Banco Cobrança,549.0,DESPESA,2023-04,XLSX,,,
Pg.,572.2,DESPESA,2023-04,XLSX,,,
Pg.renovação Cert.digital,123.0,DESPESA,2023-04,XLSX,,,
Pg.remessa Doctos.,176.0,DESPESA,2023-04,XLSX,,,
Subtotal,72076.43,DESPESA,2023-04,XLSX,,,
Outros Eventos,70204.74,RECEITA,2023-05,XLSX,,,
Fundo Obras,3619.15,RECEITA,2023-05,XLSX,,,
Rec.condomínio,64965.59,RECEITA,2023-05,XLSX,,,
Rec.alug.depósito,70.0,RECEITA,2023-05,XLSX,,,
Rec.taxa Uso Box,790.0,RECEITA,2023-05,XLSX,,,
Rec.cond.estacionamento,760.0,RECEITA,2023-05,XLSX,,,
Rec.multa+C.m.+Jrs.,27.56,RECEITA,2023-05,XLSX,,,
Rec. Multa,64.24,RECEITA,2023-05,XLSX,,,
13º Salario,15.84,RECEITA,2023-05,XLSX,,,
Rec.ch.extra Férias,15.99,RECEITA,2023-05,XLSX,,,
Subtotal,70328.37,RECEITA,2023-05,XLSX,,,
Pg.fgts,329.68,DESPESA,2023-05,XLSX,,,
Pg.serv.portaria,18142.74,DESPESA,2023-05,XLSX,,,
Pg.serv.limp.,5015.93,DESPESA,2023-05,XLSX,,,
Pg.síndico Prof.,1850.0,DESPESA,2023-05,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2023-05,XLSX,,,
Pg.serv.prestados,723.03,DESPESA,2023-05,XLSX,,,
Pg.darf Inss(E-Social/Reinf),1727.4,DESPESA,2023-05,XLSX,,,
Pg.pis/Cofins/Csll,198.65,DESPESA,2023-05,XLSX,,,
Pg.pis,41.21,DESPESA,2023-05,XLSX,,,
Taxa Auxiliar Administracao,1096.2,DESPESA,2023-05,XLSX,,,
Reemb.mat.expediente,109.62,DESPESA,2023-05,XLSX,,,
Pg.secovimed,160.05,DESPESA,2023-05,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2023-05,XLSX,,,
Pg.vale Transporte,1501.0,DESPESA,2023-05,XLSX,,,
Pg.salário,2641.32,DESPESA,2023-05,XLSX,,,
Pg.folha Func.bco.,18.0,DESPESA,2023-05,XLSX,,,
Pg.seg.vida Func.05/2023,274.02,DESPESA,2023-05,XLSX,,,
Pg.ceee,2153.77,DESPESA,2023-05,XLSX,,,
Pg.manut.elevador,812.92,DESPESA,2023-05,XLSX,,,
Pg.manutenção,276.38,DESPESA,2023-05,XLSX,,,
Pg.escada,437.5,DESPESA,2023-05,XLSX,,,
Peças Elevador,1610.75,DESPESA,2023-05,XLSX,,,
Pg.reforma,18125.0,DESPESA,2023-05,XLSX,,,
Pg.material,269.0,DESPESA,2023-05,XLSX,,,
Pg.cons.telhado,980.0,DESPESA,2023-05,XLSX,,,
Pg.rep.hidráulico,3358.61,DESPESA,2023-05,XLSX,,,
Pg.materiais,47.5,DESPESA,2023-05,XLSX,,,
Pg.tx.fin.sd.dev.04/2023,496.0,DESPESA,2023-05,XLSX,,,
Pg.issqn,1031.04,DESPESA,2023-05,XLSX,,,
Pg.seguro Incêndio,984.24,DESPESA,2023-05,XLSX,,,
Pg.transações Bco.ted/Doc,36.0,DESPESA,2023-05,XLSX,,,
Pg.declaração Pmpa/Issqndec,32.0,DESPESA,2023-05,XLSX,,,
Pg.emissão Darf/Impostos,38.0,DESPESA,2023-05,XLSX,,,
Pg. Internet,260.79,DESPESA,2023-05,XLSX,,,
Pg.efd-Reinf/E-Social,29.0,DESPESA,2023-05,XLSX,,,
Pg.tarifa Banco Cobrança,549.0,DESPESA,2023-05,XLSX,,,
Pg.remessa Doctos.,91.6,DESPESA,2023-05,XLSX,,,
Subtotal,66247.95,DESPESA,2023-05,XLSX,,,
Outros Eventos,67287.79,RECEITA,2023-07,XLSX,,,
Rec.alug.depósito,100.0,RECEITA,2023-07,XLSX,,,
Fundo Obras,3655.03,RECEITA,2023-07,XLSX,,,
Rec.condomínio,59357.17,RECEITA,2023-07,XLSX,,,
Rec.taxa Uso Box,190.0,RECEITA,2023-07,XLSX,,,
Rec.cond.estacionamento,680.0,RECEITA,2023-07,XLSX,,,
Rec.condomínio,5.59,RECEITA,2023-07,XLSX,,,
Rec.devolução Retirada,3300.0,RECEITA,2023-07,XLSX,,,
Rec.multa+C.m.+Jrs.,158.49,RECEITA,2023-07,XLSX,,,
Rec. Multa,40.93,RECEITA,2023-07,XLSX,,,
Rec.ch.extra Férias,548.79,RECEITA,2023-07,XLSX,,,
13º Salario,20.22,RECEITA,2023-07,XLSX,,,
Subtotal,68056.22,RECEITA,2023-07,XLSX,,,
Pg.serv.prestados,728.5,DESPESA,2023-07,XLSX,,,
Pg.síndico Prof.,1850.0,DESPESA,2023-07,XLSX,,,
Pg.fgts,314.18,DESPESA,2023-07,XLSX,,,
Pg.serv.limp.,4951.05,DESPESA,2023-07,XLSX,,,
Pg.serv.portaria,17908.05,DESPESA,2023-07,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2023-07,XLSX,,,
Pg.pis/Cofins/Csll,126.31,DESPESA,2023-07,XLSX,,,
Pg.darf Inss(E-Social/Reinf),2116.94,DESPESA,2023-07,XLSX,,,
Pg.secovimed,160.05,DESPESA,2023-07,XLSX,,,
Taxa Auxiliar Administracao,1096.2,DESPESA,2023-07,XLSX,,,
Reemb.mat.expediente,109.62,DESPESA,2023-07,XLSX,,,
Pg.pis,39.27,DESPESA,2023-07,XLSX,,,
Pg.salário,3386.15,DESPESA,2023-07,XLSX,,,
Pg.folha Func.bco.,18.0,DESPESA,2023-07,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2023-07,XLSX,,,
Pg.vale Transporte,1558.4,DESPESA,2023-07,XLSX,,,
Pg.seg.vida Func.07/2023,274.02,DESPESA,2023-07,XLSX,,,
Água,18950.58,DESPESA,2023-07,XLSX,,,
Pg.ceee,1735.91,DESPESA,2023-07,XLSX,,,
Peças Elevador,2289.32,DESPESA,2023-07,XLSX,,,
Pg.manut.elevador,812.84,DESPESA,2023-07,XLSX,,,
Pg.equipamentos,618.65,DESPESA,2023-07,XLSX,,,
Pg.recarga Extintores,3256.5,DESPESA,2023-07,XLSX,,,
Pg.mat.pintura,3561.19,DESPESA,2023-07,XLSX,,,
Reparos Gerais,2000.0,DESPESA,2023-07,XLSX,,,
Pg.reparos,300.0,DESPESA,2023-07,XLSX,,,
Pg.rep.hidráulico,3600.0,DESPESA,2023-07,XLSX,,,
Pg.calhas,2500.0,DESPESA,2023-07,XLSX,,,
Pg.tx.fin.sd.dev.06/2023,535.0,DESPESA,2023-07,XLSX,,,
Pg. Internet,174.85,DESPESA,2023-07,XLSX,,,
Pg.issqn,680.86,DESPESA,2023-07,XLSX,,,
Pg.seguro Incêndio,984.23,DESPESA,2023-07,XLSX,,,
Pg.emissão Darf/Impostos,38.0,DESPESA,2023-07,XLSX,,,
Pg.transações Bco.ted/Doc,51.0,DESPESA,2023-07,XLSX,,,
Pg.efd-Reinf/E-Social,29.0,DESPESA,2023-07,XLSX,,,
Pg.tarifa Banco Cobrança,549.0,DESPESA,2023-07,XLSX,,,
Pg.declaração Pmpa/Issqndec,32.0,DESPESA,2023-07,XLSX,,,
Pg.remessa Doctos.,43.2,DESPESA,2023-07,XLSX,,,
Subtotal,78178.87,DESPESA,2023-07,XLSX,,,
Outros Eventos,69359.8,RECEITA,2023-08,XLSX,,,
Fundo Obras,3514.14,RECEITA,2023-08,XLSX,,,
Rec.condomínio,63435.66,RECEITA,2023-08,XLSX,,,
Rec.alug.depósito,100.0,RECEITA,2023-08,XLSX,,,
Rec.cond.estacionamento,720.0,RECEITA,2023-08,XLSX,,,
Rec.taxa Uso Box,190.0,RECEITA,2023-08,XLSX,,,
Rec.devolução Retirada,1400.0,RECEITA,2023-08,XLSX,,,
Rec.multa+C.m.+Jrs.,126.04,RECEITA,2023-08,XLSX,,,
Rec. Multa,30.24,RECEITA,2023-08,XLSX,,,
Rec.ch.extra Férias,475.66,RECEITA,2023-08,XLSX,,,
Subtotal,69991.74,RECEITA,2023-08,XLSX,,,
Pg.síndico Prof.,1850.0,DESPESA,2023-08,XLSX,,,
Pg.fgts,364.4,DESPESA,2023-08,XLSX,,,
Pg.serv.portaria,17902.87,DESPESA,2023-08,XLSX,,,
Pg.serv.limp.,4949.62,DESPESA,2023-08,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2023-08,XLSX,,,
Pg.pis/Cofins/Csll,61.38,DESPESA,2023-08,XLSX,,,
Pg.darf Inss(E-Social/Reinf),2251.86,DESPESA,2023-08,XLSX,,,
Pg.secovimed,203.8,DESPESA,2023-08,XLSX,,,
Taxa Auxiliar Administracao,1096.2,DESPESA,2023-08,XLSX,,,
Reemb.mat.expediente,109.62,DESPESA,2023-08,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2023-08,XLSX,,,
Pg.pis,45.55,DESPESA,2023-08,XLSX,,,
Pg.vale Transporte,1424.8,DESPESA,2023-08,XLSX,,,
Pg.seg.vida Func.08/2023,274.02,DESPESA,2023-08,XLSX,,,
Pg.dissídio Empregador/2023,327.65,DESPESA,2023-08,XLSX,,,
Pg.folha Func.bco.,18.0,DESPESA,2023-08,XLSX,,,
Pg.salário,2789.63,DESPESA,2023-08,XLSX,,,
Água,7433.92,DESPESA,2023-08,XLSX,,,
Pg.ceee,1830.0,DESPESA,2023-08,XLSX,,,
Peças Elevador,2289.31,DESPESA,2023-08,XLSX,,,
Pg.contr.remoto,176.13,DESPESA,2023-08,XLSX,,,
Pg.manut.elevador,812.84,DESPESA,2023-08,XLSX,,,
Pg.instalação,980.0,DESPESA,2023-08,XLSX,,,
Pg.recarga Extintores,3256.5,DESPESA,2023-08,XLSX,,,
Pg.pintura,2000.0,DESPESA,2023-08,XLSX,,,
Pg.mat.pintura,1291.09,DESPESA,2023-08,XLSX,,,
Pg.cons.telhado,1300.0,DESPESA,2023-08,XLSX,,,
Pg.mat.limpeza,1138.14,DESPESA,2023-08,XLSX,,,
Pg.custas Judiciais,253.8,DESPESA,2023-08,XLSX,,,
Pg.issqn,871.72,DESPESA,2023-08,XLSX,,,
Pg.tx.fin.sd.dev.07/2023,737.0,DESPESA,2023-08,XLSX,,,
Pg.seguro Incêndio,984.23,DESPESA,2023-08,XLSX,,,
Retirada P/Posterior Acerto,1400.0,DESPESA,2023-08,XLSX,,,
Pg. Internet,101.7,DESPESA,2023-08,XLSX,,,
Pg.emissão Darf/Impostos,38.0,DESPESA,2023-08,XLSX,,,
Pg.declaração Pmpa/Issqndec,32.0,DESPESA,2023-08,XLSX,,,
Pg.transações Bco.ted/Doc,21.0,DESPESA,2023-08,XLSX,,,
Pg.impressões/Fotoc.,7.0,DESPESA,2023-08,XLSX,,,
Pg.remessa Doctos.,44.2,DESPESA,2023-08,XLSX,,,
Pg.efd-Reinf/E-Social,29.0,DESPESA,2023-08,XLSX,,,
Pg.desp.divrs.,1400.0,DESPESA,2023-08,XLSX,,,
Pg.tarifa Banco Cobrança,549.0,DESPESA,2023-08,XLSX,,,
Pg.devol.água,30.15,DESPESA,2023-08,XLSX,,,
Subtotal,63476.13,DESPESA,2023-08,XLSX,,,
Outros Eventos,56175.89,RECEITA,2023-09,XLSX,,,
Fundo Obras,3744.85,RECEITA,2023-09,XLSX,,,
Rec.condomínio,50727.19,RECEITA,2023-09,XLSX,,,
Rec.cond.estacionamento,800.0,RECEITA,2023-09,XLSX,,,
Rec.taxa Uso Box,790.0,RECEITA,2023-09,XLSX,,,
Rec.alug.depósito,90.0,RECEITA,2023-09,XLSX,,,
Rec.condomínio,23.85,RECEITA,2023-09,XLSX,,,
Rec. Multa,63.68,RECEITA,2023-09,XLSX,,,
Rec.multa+C.m.+Jrs.,326.3,RECEITA,2023-09,XLSX,,,
Rec.ch.extra Férias,33.28,RECEITA,2023-09,XLSX,,,
Subtotal,56599.15,RECEITA,2023-09,XLSX,,,
Outros Eventos,2061.93,DESPESA,2023-09,XLSX,,,
Pg.treinamento,1875.0,DESPESA,2023-09,XLSX,,,
Rec.devolução,186.93,DESPESA,2023-09,XLSX,,,
Pg.síndico Prof.,1850.0,DESPESA,2023-09,XLSX,,,
Pg.fgts,311.96,DESPESA,2023-09,XLSX,,,
Pg.serv.limp.,4947.95,DESPESA,2023-09,XLSX,,,
Pg.serv.portaria,17896.85,DESPESA,2023-09,XLSX,,,
Pg.adto.salário,600.0,DESPESA,2023-09,XLSX,,,
Pg.pis/Cofins/Csll,61.38,DESPESA,2023-09,XLSX,,,
Pg.darf Inss(E-Social/Reinf),1305.71,DESPESA,2023-09,XLSX,,,
Taxa Auxiliar Administracao,1096.2,DESPESA,2023-09,XLSX,,,
Reemb.mat.expediente,109.62,DESPESA,2023-09,XLSX,,,
Pg.secovimed,168.8,DESPESA,2023-09,XLSX,,,
Pg.pis,39.0,DESPESA,2023-09,XLSX,,,
Pg.vale Transporte,1483.8,DESPESA,2023-09,XLSX,,,
Pg.seg.vida Func.09/2023,274.02,DESPESA,2023-09,XLSX,,,
Pg.vale Refeição/Alimentação,200.0,DESPESA,2023-09,XLSX,,,
Pg.folha Func.bco.,18.0,DESPESA,2023-09,XLSX,,,
Pg.salário,2789.63,DESPESA,2023-09,XLSX,,,
Água,10792.26,DESPESA,2023-09,XLSX,,,
Pg.ceee,2085.27,DESPESA,2023-09,XLSX,,,
Pg.extintores,637.5,DESPESA,2023-09,XLSX,,,
Pg.cons.fechadura,150.0,DESPESA,2023-09,XLSX,,,
